cig,PHOT_EXTINCTION_INT,PHOT_EXTINCTION_INT_decimal,PHOT_K_CORRECTION,PHOT_K_CORRECTION_decimal,BTC,BTC_decimal,PHYS_DISTANCE,PHYS_DISTANCE_decimal,PHYS_LUMINOSITY_B,PHYS_LUMINOSITY_B_decimal,POS_INCLIN_LOS,POS_INCLIN_LOS_decimal,ANG_SIZE_MAJ,ANG_SIZE_MAJ_decimal,ANG_SIZE_MIN,ANG_SIZE_MIN_decimal,PHYS_SIZE_MAJ,PHYS_SIZE_MAJ_decimal,PHYS_SIZE_MIN,PHYS_SIZE_MIN_decimal
589,210,0.2099,117,0.1171,15.443,15.4430,240.0,239.965,10.53,10.5331,43.4,43.423,0.44,444,0.33,330,31.0,30.965,23.0,23.008
590,313,0.3130,4,0.0036,13.538,13.5384,10.2,10.187,8.55,8.5507,48.6,48.635,1.18,1.180,0.79,793,3.5,3.498,2.3,2.348
591,512,0.5120,49,0.0489,14.285,14.2852,83.3,83.250,10.08,10.0767,68.7,68.691,1.14,1.140,0.50,497,27.6,27.613,12.0,12.026
592,343,0.3431,44,0.0437,15.632,15.6323,85.1,85.138,9.56,9.5573,54.3,54.290,0.51,507,0.31,310,12.6,12.556,7.7,7.689
593,938,0.9376,37,0.0368,13.746,13.7456,62.1,62.114,10.04,10.0382,90.0,90.000,1.51,1.510,0.29,285,27.3,27.285,5.2,5.151
594,43,0.0428,56,0.0558,15.554,15.5544,161.9,161.855,10.15,10.1465,19.2,19.194,0.48,483,0.46,457,22.7,22.743,21.5,21.520
595,0,0.0000,141,0.1411,14.800,14.7999,125.6,125.608,10.23,10.2281,69.8,69.758,1.56,1.560,0.88,879,57.0,56.983,32.1,32.118
596,27,0.0274,93,0.0926,15.559,15.5590,123.7,123.654,9.91,9.9108,18.5,18.503,0.64,641,0.61,611,23.1,23.064,22.0,21.975
597,526,0.5263,NULL,NULL,15.415,15.4147,NULL,NULL,NULL,NULL,63.0,62.975,0.71,706,0.35,345,NULL,NULL,NULL,NULL
598,520,0.5197,38,0.0382,13.836,13.8361,89.3,89.314,10.32,10.3174,62.6,62.649,1.23,1.230,0.61,607,32.0,31.963,15.8,15.763
599,27,0.0266,154,0.1537,14.502,14.5017,134.7,134.735,10.41,10.4083,32.0,31.953,1.07,1.069,0.93,931,41.9,41.899,36.5,36.493
600,222,0.2219,33,0.0325,15.481,15.4805,92.7,92.743,9.69,9.6923,42.3,42.251,0.41,415,0.31,311,11.2,11.195,8.4,8.395
601,491,0.4914,46,0.0457,14.472,14.4719,89.4,89.371,10.06,10.0636,63.5,63.481,1.04,1.045,0.51,513,27.2,27.160,13.3,13.333
602,203,0.2028,89,0.0888,15.667,15.6673,212.4,212.386,10.34,10.3373,41.4,41.383,0.46,458,0.35,349,28.3,28.304,21.6,21.570
603,128,0.1276,46,0.0456,14.925,14.9248,107.5,107.543,10.04,10.0432,33.3,33.277,0.88,879,0.74,741,27.5,27.499,23.2,23.190
604,336,0.3357,22,0.0224,11.735,11.7349,22.9,22.936,9.98,9.9771,77.3,77.284,3.64,3.639,1.42,1.416,24.3,24.279,9.4,9.446
605,216,0.2163,16,0.0155,12.498,12.4982,29.4,29.351,9.89,9.8860,44.0,44.033,2.34,2.344,1.73,1.726,20.0,20.014,14.7,14.735
606,454,0.4536,81,0.0814,14.560,14.5600,193.2,193.188,10.70,10.6980,59.2,59.188,0.83,834,0.45,451,46.8,46.850,25.3,25.334
607,69,0.0691,52,0.0523,15.359,15.3585,124.1,124.099,9.99,9.9941,24.8,24.758,0.65,649,0.59,592,23.4,23.415,21.4,21.355
608,590,0.5902,73,0.0731,14.456,14.4558,172.9,172.876,10.64,10.6432,66.0,65.993,0.86,863,0.39,385,43.4,43.397,19.4,19.385
609,815,0.8147,10,0.0104,13.628,13.6279,24.1,24.104,9.26,9.2630,75.0,75.034,1.28,1.279,0.41,414,9.0,8.970,2.9,2.903
610,30,0.0297,0,0.0000,8.305,8.3053,6.7,6.700,10.28,10.2800,16.2,16.246,23.99,23.988,23.07,23.067,46.8,46.752,45.0,44.957
611,258,0.2578,49,0.0494,14.613,14.6128,97.1,97.068,10.08,10.0790,47.7,47.734,0.79,785,0.54,545,22.2,22.172,15.4,15.374
612,165,0.1649,54,0.0536,14.810,14.8095,107.6,107.633,10.09,10.0901,38.8,38.783,1.06,1.064,0.84,843,33.3,33.317,26.4,26.404
613,1.083,1.0832,69,0.0689,14.088,14.0880,139.3,139.262,10.60,10.6025,90.0,90.000,1.65,1.652,0.31,307,66.9,66.920,12.4,12.432
614,0,0.0000,257,0.2570,14.977,14.9770,225.6,225.616,10.67,10.6659,67.0,66.967,1.10,1.099,0.64,644,72.1,72.127,42.3,42.276
615,1.175,1.1751,5,0.0054,12.096,12.0965,16.4,16.370,9.54,9.5395,81.3,81.321,2.72,2.716,0.59,590,12.9,12.935,2.8,2.810
616,458,0.4579,47,0.0467,14.008,14.0084,81.5,81.467,10.17,10.1686,65.3,65.325,1.31,1.309,0.63,627,31.0,31.025,14.8,14.849
617,0,0.0000,138,0.1381,15.521,15.5209,120.4,120.432,9.90,9.9031,90.0,90.000,0.90,902,0.31,305,31.6,31.584,10.7,10.702
618,402,0.4023,75,0.0748,15.507,15.5069,150.4,150.418,10.10,10.1019,58.2,58.232,0.58,577,0.32,324,25.2,25.236,14.2,14.159
619,211,0.2114,51,0.0507,15.687,15.6869,120.7,120.705,9.84,9.8387,42.2,42.178,0.59,589,0.44,444,20.7,20.675,15.6,15.576
620,0,0.0000,99,0.0993,15.111,15.1107,86.6,86.640,9.78,9.7812,76.2,76.177,0.59,590,0.31,306,14.9,14.875,7.7,7.717
621,631,0.6312,5,0.0047,12.311,12.3111,11.4,11.375,9.14,9.1374,66.1,66.122,2.04,2.042,0.89,891,6.8,6.756,2.9,2.949
622,647,0.6470,28,0.0278,14.020,14.0203,54.9,54.943,9.82,9.8217,71.3,71.317,1.23,1.230,0.48,475,19.7,19.662,7.6,7.597
623,0,0.0000,81,0.0808,15.064,15.0642,69.0,68.965,9.60,9.6016,43.0,42.982,0.75,752,0.60,601,15.1,15.078,12.1,12.060
624,383,0.3831,0,0.0000,10.941,10.9409,7.0,7.000,9.26,9.2638,53.1,53.087,4.27,4.266,2.62,2.618,8.7,8.686,5.3,5.331
625,1.234,1.2339,26,0.0256,12.892,12.8924,59.4,59.356,10.34,10.3400,90.0,90.000,2.74,2.735,0.47,467,47.2,47.227,8.1,8.057
626,224,0.2237,7,0.0074,12.180,12.1799,17.8,17.847,9.58,9.5811,42.4,42.404,3.13,3.133,2.34,2.344,16.3,16.266,12.2,12.170
627,659,0.6586,0,0.0000,13.551,13.5514,12.7,12.700,8.74,8.7370,81.0,80.980,1.62,1.622,0.71,714,6.0,5.991,2.6,2.640
628,119,0.1190,59,0.0594,15.012,15.0115,141.6,141.552,10.25,10.2472,32.2,32.189,0.65,647,0.55,552,26.6,26.647,22.7,22.732
629,0,0.0000,NULL,NULL,15.590,15.5900,NULL,NULL,NULL,NULL,82.9,82.947,0.65,649,0.32,316,NULL,NULL,NULL,NULL
630,393,0.3930,25,0.0251,13.574,13.5739,50.9,50.889,9.93,9.9337,57.6,57.639,1.34,1.337,0.76,760,19.8,19.786,11.3,11.255
631,290,0.2895,15,0.0152,12.733,12.7333,30.3,30.343,9.82,9.8208,50.3,50.317,1.09,1.089,0.72,721,9.6,9.611,6.4,6.365
632,192,0.1917,178,0.1783,15.170,15.1700,313.8,313.788,10.88,10.8753,43.8,43.840,0.57,566,0.42,421,51.7,51.685,38.4,38.403
633,45,0.0450,24,0.0236,14.717,14.7174,55.1,55.139,9.55,9.5460,20.1,20.059,0.50,495,0.47,467,7.9,7.947,7.5,7.485
634,407,0.4067,14,0.0144,11.609,11.6089,25.9,25.855,10.13,10.1315,61.9,61.945,2.96,2.958,1.55,1.545,22.2,22.247,11.6,11.622
635,1.168,1.1683,18,0.0181,14.575,14.5746,65.9,65.880,9.76,9.7577,81.1,81.149,0.96,964,0.21,211,18.5,18.470,4.1,4.050
636,0,0.0000,169,0.1686,15.391,15.3914,150.1,150.062,10.15,10.1460,41.6,41.621,0.59,587,0.49,486,25.6,25.645,21.2,21.232
637,0,0.0000,32,0.0318,12.509,12.5092,28.2,28.225,9.85,9.8476,90.0,90.000,2.41,2.410,1.37,1.371,19.8,19.786,11.3,11.255
638,785,0.7853,11,0.0114,11.516,11.5163,19.7,19.733,9.93,9.9339,77.6,77.567,3.20,3.199,0.99,991,18.4,18.362,5.7,5.688
639,358,0.3584,48,0.0476,15.290,15.2899,112.0,112.046,9.93,9.9328,53.5,53.497,0.55,553,0.34,341,18.0,18.035,11.1,11.120
640,46,0.0461,57,0.0571,15.169,15.1688,117.2,117.189,10.02,10.0203,20.9,20.930,0.44,444,0.42,416,15.1,15.122,14.2,14.178
641,98,0.0984,44,0.0437,14.514,14.5139,90.3,90.320,10.06,10.0560,30.3,30.308,0.92,923,0.80,804,24.2,24.239,21.1,21.111
642,718,0.7178,5,0.0052,14.185,14.1849,18.3,18.300,8.80,8.8009,68.3,68.284,0.78,776,0.31,309,4.1,4.132,1.6,1.645
643,653,0.6526,94,0.0940,14.738,14.7385,164.6,164.601,10.49,10.4875,77.0,76.980,1.01,1.007,0.34,340,48.2,48.212,16.3,16.261
644,140,0.1397,122,0.1218,14.861,14.8605,107.4,107.423,10.07,10.0680,79.8,79.776,0.92,920,0.37,374,28.8,28.762,11.7,11.690
645,350,0.3500,22,0.0221,13.912,13.9118,53.4,53.443,9.84,9.8411,52.9,52.945,1.51,1.507,0.94,940,23.4,23.421,14.6,14.609
646,464,0.4635,36,0.0364,14.874,14.8740,89.0,89.047,9.90,9.8996,59.7,59.732,0.71,713,0.38,380,18.5,18.465,9.8,9.848
647,223,0.2227,101,0.1006,15.069,15.0687,207.2,207.192,10.56,10.5553,44.6,44.631,0.73,728,0.53,531,43.9,43.863,32.0,31.996
648,112,0.1122,58,0.0578,15.281,15.2810,137.1,137.063,10.11,10.1114,31.3,31.286,0.56,565,0.49,486,22.5,22.524,19.4,19.393
649,711,0.7114,31,0.0308,14.865,14.8648,73.8,73.766,9.74,9.7398,71.1,71.113,0.63,630,0.24,237,13.5,13.508,5.1,5.077
650,293,0.2928,58,0.0584,15.191,15.1908,138.5,138.524,10.16,10.1567,48.9,48.917,0.61,611,0.41,412,24.6,24.618,16.6,16.605
651,977,0.9770,8,0.0080,14.555,14.5549,31.1,31.125,9.11,9.1142,76.2,76.240,0.81,813,0.23,230,7.4,7.359,2.1,2.084
652,197,0.1971,13,0.0128,12.867,12.8672,22.5,22.524,9.51,9.5084,42.2,42.167,1.28,1.276,0.97,966,8.4,8.363,6.3,6.330
653,588,0.5878,37,0.0368,13.267,13.2675,64.4,64.393,10.26,10.2607,73.2,73.181,1.38,1.380,0.52,525,25.9,25.856,9.8,9.830
654,523,0.5233,57,0.0575,14.882,14.8823,119.2,119.215,10.15,10.1498,65.2,65.201,0.76,762,0.36,356,26.4,26.428,12.4,12.361
655,682,0.6820,37,0.0367,13.900,13.9003,74.6,74.572,10.14,10.1350,72.9,72.933,1.62,1.622,0.59,593,35.2,35.180,12.9,12.862
656,632,0.6324,0,0.0000,12.852,12.8516,8.9,8.900,8.71,8.7082,67.9,67.858,1.86,1.862,0.78,783,4.8,4.821,2.0,2.028
657,515,0.5147,3,0.0028,13.735,13.7354,7.8,7.830,8.24,8.2434,60.6,60.633,0.71,714,0.37,366,1.6,1.627,0.8,835
658,666,0.6664,59,0.0588,15.239,15.2388,139.3,139.281,10.14,10.1423,69.3,69.291,0.66,658,0.26,264,26.6,26.645,10.7,10.681
659,530,0.5296,49,0.0487,14.919,14.9187,118.6,118.578,10.13,10.1305,63.1,63.137,0.86,855,0.42,416,29.5,29.494,14.3,14.346
660,241,0.2413,10,0.0096,15.176,15.1761,30.3,30.326,8.84,8.8432,43.9,43.898,1.03,1.030,0.75,753,9.1,9.089,6.6,6.646
661,322,0.3220,12,0.0117,14.950,14.9503,45.7,45.669,9.29,9.2891,49.2,49.243,1.15,1.153,0.77,766,15.3,15.323,10.2,10.171
662,594,0.5938,5,0.0048,15.183,15.1834,16.5,16.470,8.31,8.3100,63.5,63.525,0.79,789,0.37,369,3.8,3.779,1.8,1.768
663,0,0.0000,0,0.0000,15.128,15.1280,0.1,100,3.90,3.8988,90.0,90.000,0.58,575,0.32,316,0.0,17,0.0,9
664,0,0.0000,NULL,NULL,15.703,15.7030,NULL,NULL,NULL,NULL,90.0,90.000,0.58,575,0.30,304,NULL,NULL,NULL,NULL
665,407,0.4070,35,0.0352,14.652,14.6518,83.3,83.284,9.93,9.9304,56.5,56.520,0.84,841,0.49,485,20.4,20.384,11.8,11.757
666,470,0.4701,34,0.0337,14.123,14.1232,46.2,46.215,9.63,9.6303,73.8,73.843,1.26,1.265,0.50,499,17.0,17.002,6.7,6.707
667,826,0.8260,56,0.0564,14.630,14.6296,115.5,115.525,10.22,10.2235,79.4,79.422,0.91,912,0.26,264,30.6,30.648,8.9,8.880
668,1.456,1.4563,23,0.0233,13.626,13.6264,68.6,68.607,10.17,10.1722,90.0,90.000,2.17,2.173,0.30,296,43.4,43.361,5.9,5.917
669,458,0.4580,20,0.0200,12.595,12.5950,23.6,23.578,9.66,9.6570,72.8,72.836,1.85,1.854,0.75,752,12.7,12.713,5.2,5.155
670,0,0.0000,187,0.1872,14.895,14.8948,167.7,167.662,10.44,10.4409,66.8,66.805,1.05,1.047,0.62,615,51.1,51.069,30.0,30.003
671,337,0.3366,49,0.0485,14.983,14.9829,117.0,116.980,10.09,10.0931,52.0,52.043,0.74,743,0.47,472,25.3,25.284,16.1,16.063
672,1.281,1.2811,45,0.0447,13.917,13.9172,89.7,89.720,10.29,10.2889,90.0,90.000,1.57,1.567,0.20,200,40.9,40.890,5.2,5.207
673,641,0.6406,NULL,NULL,14.814,14.8144,NULL,NULL,NULL,NULL,68.2,68.205,0.43,429,0.18,178,NULL,NULL,NULL,NULL
674,237,0.2369,48,0.0479,15.016,15.0163,114.3,114.344,10.06,10.0599,44.4,44.445,1.04,1.038,0.76,755,34.5,34.510,25.1,25.115
675,38,0.0378,75,0.0749,15.385,15.3853,131.6,131.594,10.03,10.0344,20.0,19.956,0.59,592,0.56,558,22.6,22.644,21.4,21.378
676,991,0.9915,38,0.0380,13.768,13.7676,78.2,78.182,10.23,10.2292,90.0,90.000,2.03,2.032,0.44,445,46.2,46.220,10.1,10.112
677,201,0.2011,45,0.0451,14.295,14.2948,106.3,106.270,10.28,10.2849,41.2,41.222,0.61,614,0.47,469,19.0,18.973,14.5,14.492
678,0,0.0000,62,0.0621,15.426,15.4259,53.0,52.952,9.23,9.2274,75.8,75.785,0.63,628,0.33,327,9.7,9.674,5.0,5.042
679,85,0.0846,32,0.0321,15.119,15.1192,75.7,75.665,9.66,9.6601,27.3,27.316,0.50,500,0.45,447,11.0,11.006,9.8,9.832
680,641,0.6411,65,0.0648,14.762,14.7621,130.5,130.482,10.28,10.2762,71.0,71.042,0.81,807,0.31,315,30.6,30.639,11.9,11.947
681,432,0.4324,59,0.0587,15.377,15.3769,171.6,171.594,10.27,10.2682,56.7,56.708,0.73,729,0.41,415,36.4,36.411,20.7,20.712
682,624,0.6238,0,0.0000,12.180,12.1802,11.2,11.200,9.18,9.1764,68.7,68.675,1.84,1.841,0.76,764,6.0,5.997,2.5,2.489
683,462,0.4624,74,0.0739,14.933,14.9328,148.6,148.632,10.32,10.3211,61.8,61.848,0.69,692,0.35,355,29.9,29.912,15.3,15.340
684,68,0.0679,81,0.0807,14.227,14.2274,73.7,73.692,9.99,9.9939,51.6,51.649,1.17,1.167,0.80,800,25.0,25.012,17.1,17.145
685,0,0.0000,231,0.2307,15.469,15.4693,205.8,205.783,10.39,10.3891,37.0,37.040,0.65,655,0.56,564,39.2,39.186,33.7,33.739
686,716,0.7158,0,0.0000,14.617,14.6172,10.5,10.500,8.15,8.1455,90.0,90.000,0.99,986,0.41,406,3.0,3.012,1.2,1.239
687,344,0.3436,NULL,NULL,15.896,15.8964,NULL,NULL,NULL,NULL,50.7,50.657,0.43,435,0.28,281,NULL,NULL,NULL,NULL
688,119,0.1190,53,0.0533,15.565,15.5647,126.6,126.642,9.93,9.9293,32.2,32.189,0.55,548,0.47,468,20.2,20.198,17.2,17.231
689,572,0.5725,15,0.0150,14.409,14.4095,55.4,55.413,9.67,9.6734,62.6,62.621,0.85,849,0.41,408,13.7,13.688,6.6,6.582
690,294,0.2945,43,0.0433,14.799,14.7993,105.1,105.065,10.07,10.0732,49.0,49.043,0.84,839,0.56,565,25.7,25.656,17.3,17.266
691,226,0.2265,5,0.0051,12.932,12.9324,16.9,16.911,9.23,9.2334,42.1,42.066,3.42,3.420,2.56,2.564,16.8,16.823,12.6,12.615
692,837,0.8371,48,0.0478,13.818,13.8181,99.8,99.832,10.42,10.4213,79.9,79.943,1.40,1.400,0.40,398,40.6,40.644,11.6,11.561
693,84,0.0837,45,0.0450,15.713,15.7133,133.2,133.157,9.91,9.9134,26.6,26.639,0.46,456,0.41,409,17.7,17.664,15.9,15.852
694,848,0.8481,79,0.0795,14.145,14.1454,138.7,138.704,10.58,10.5760,90.0,90.000,1.48,1.479,0.34,339,59.7,59.678,13.7,13.671
695,197,0.1971,69,0.0687,14.106,14.1062,138.8,138.825,10.59,10.5925,42.2,42.167,0.98,984,0.74,745,39.7,39.737,30.1,30.074
696,675,0.6745,75,0.0754,14.709,14.7091,131.4,131.370,10.30,10.3034,78.3,78.308,0.76,759,0.25,245,29.0,28.988,9.4,9.380
697,111,0.1107,54,0.0535,14.568,14.5678,45.0,45.036,9.43,9.4300,67.6,67.617,1.24,1.236,0.63,634,16.2,16.191,8.3,8.304
698,0,0.0000,55,0.0554,15.159,15.1587,47.4,47.415,9.24,9.2384,77.8,77.818,0.65,652,0.33,332,9.0,8.988,4.6,4.578
699,394,0.3938,0,0.0000,15.012,15.0122,10.4,10.400,7.98,7.9792,60.3,60.292,1.45,1.452,0.89,891,4.4,4.393,2.7,2.696
700,227,0.2272,17,0.0173,15.185,15.1855,48.6,48.641,9.25,9.2498,42.7,42.709,0.78,780,0.58,581,11.0,11.034,8.2,8.217
701,154,0.1536,149,0.1488,15.458,15.4576,304.9,304.867,10.74,10.7352,37.5,37.503,0.51,508,0.41,409,45.1,45.065,36.3,36.294
702,65,0.0654,16,0.0156,15.211,15.2110,58.9,58.884,9.41,9.4056,23.3,23.318,0.90,899,0.83,828,15.4,15.407,14.2,14.182
703,0,0.0000,93,0.0935,15.640,15.6395,81.8,81.766,9.52,9.5193,72.3,72.309,0.46,461,0.25,251,11.0,10.972,6.0,5.974
704,140,0.1397,157,0.1573,15.094,15.0940,137.8,137.819,10.19,10.1910,79.8,79.776,0.78,782,0.32,318,31.3,31.335,12.7,12.736
705,0,0.0000,179,0.1792,14.866,14.8658,158.9,158.902,10.41,10.4059,17.6,17.629,0.61,611,0.59,593,28.2,28.239,27.4,27.407
706,1.236,1.2365,29,0.0292,13.353,13.3534,108.6,108.570,10.68,10.6801,82.9,82.877,1.28,1.282,0.26,256,40.5,40.498,8.1,8.099
707,233,0.2335,NULL,NULL,14.966,14.9655,NULL,NULL,NULL,NULL,44.2,44.152,0.70,703,0.51,514,NULL,NULL,NULL,NULL
708,271,0.2705,64,0.0643,14.989,14.9892,133.7,133.733,10.21,10.2068,48.8,48.792,0.73,731,0.50,498,28.4,28.442,19.4,19.363
709,379,0.3786,80,0.0796,14.568,14.5679,190.6,190.609,10.68,10.6831,54.8,54.783,0.70,705,0.42,423,39.1,39.072,23.4,23.435
710,615,0.6147,0,0.0000,10.936,10.9363,17.5,17.500,10.06,10.0616,65.9,65.857,5.81,5.808,2.57,2.570,29.6,29.564,13.1,13.085
711,648,0.6475,0,0.0005,14.842,14.8420,14.4,14.350,8.33,8.3269,79.8,79.833,0.97,968,0.43,433,4.0,4.042,1.8,1.805
712,213,0.2134,14,0.0139,12.489,12.4887,23.1,23.079,9.68,9.6810,46.1,46.102,1.77,1.766,1.27,1.268,11.9,11.856,8.5,8.510
713,682,0.6825,NULL,NULL,15.033,15.0325,NULL,NULL,NULL,NULL,67.0,67.006,0.58,578,0.24,241,NULL,NULL,NULL,NULL
714,513,0.5131,31,0.0314,14.778,14.7775,76.6,76.593,9.81,9.8074,62.3,62.320,0.64,635,0.32,316,14.2,14.155,7.0,7.046
715,477,0.4768,89,0.0887,14.010,14.0096,212.5,212.543,11.00,11.0011,60.4,60.443,0.97,971,0.51,508,60.0,60.003,31.4,31.418
716,153,0.1533,54,0.0541,13.973,13.9726,130.5,130.537,10.59,10.5924,36.3,36.303,1.64,1.637,1.33,1.334,62.2,62.153,50.6,50.636
717,349,0.3491,101,0.1015,15.645,15.6454,178.4,178.445,10.19,10.1949,57.8,57.824,0.64,637,0.37,366,33.1,33.055,19.0,19.021
718,21,0.0212,77,0.0773,15.613,15.6134,139.1,139.128,9.99,9.9915,15.0,14.987,0.37,372,0.36,361,15.1,15.071,14.6,14.593
719,321,0.3213,71,0.0708,14.503,14.5029,125.5,125.496,10.35,10.3461,55.7,55.685,0.90,904,0.54,545,33.0,32.988,19.9,19.877
720,562,0.5624,33,0.0328,14.791,14.7908,94.9,94.873,9.99,9.9880,63.2,63.173,0.77,771,0.37,369,21.3,21.275,10.2,10.183
721,105,0.1053,62,0.0624,15.224,15.2243,151.4,151.380,10.22,10.2204,30.3,30.350,0.50,498,0.43,433,21.9,21.918,19.0,19.046
722,0,0.0000,154,0.1536,14.299,14.2994,134.9,134.879,10.49,10.4901,58.5,58.489,1.05,1.054,0.77,774,41.4,41.368,30.4,30.386
723,655,0.6551,50,0.0499,14.476,14.4760,120.7,120.744,10.32,10.3233,68.8,68.820,1.04,1.035,0.42,422,36.4,36.357,14.8,14.811
724,1.219,1.2193,59,0.0587,13.789,13.7889,120.3,120.339,10.60,10.5952,90.0,90.000,2.00,2.004,0.29,288,70.2,70.167,10.1,10.096
725,81,0.0812,71,0.0711,15.511,15.5107,173.2,173.208,10.22,10.2229,26.8,26.771,0.58,577,0.52,518,29.1,29.060,26.1,26.079
726,475,0.4751,58,0.0575,14.602,14.6024,138.0,138.006,10.39,10.3889,60.4,60.355,0.80,804,0.42,422,32.3,32.257,16.9,16.929
727,262,0.2621,89,0.0891,14.585,14.5847,120.5,120.549,10.28,10.2784,55.6,55.611,0.47,472,0.29,290,16.6,16.553,10.2,10.160
728,441,0.4412,5,0.0052,14.798,14.7976,25.9,25.850,8.86,8.8559,64.3,64.260,0.67,668,0.38,384,5.0,5.026,2.9,2.885
729,375,0.3752,NULL,NULL,15.327,15.3268,NULL,NULL,NULL,NULL,54.6,54.572,0.57,570,0.34,344,NULL,NULL,NULL,NULL
730,0,0.0000,NULL,NULL,15.630,15.6300,NULL,NULL,NULL,NULL,42.8,42.763,0.82,817,0.65,655,NULL,NULL,NULL,NULL
731,262,0.2621,74,0.0736,15.128,15.1283,129.5,129.490,10.12,10.1232,50.7,50.723,0.64,641,0.43,426,24.2,24.152,16.0,16.031
732,0,0.0000,84,0.0842,13.650,13.6498,75.8,75.838,10.25,10.2499,27.3,27.274,1.34,1.340,1.25,1.247,29.6,29.554,27.5,27.518
733,113,0.1128,68,0.0677,14.327,14.3265,59.4,59.443,9.77,9.7676,68.4,68.416,0.89,885,0.45,447,15.3,15.305,7.7,7.724
734,157,0.1565,60,0.0598,14.042,14.0417,54.6,54.601,9.81,9.8077,90.0,90.000,0.91,910,0.32,318,14.5,14.452,5.0,5.046
735,0,0.0000,142,0.1421,15.264,15.2639,126.6,126.550,10.05,10.0490,70.9,70.865,0.78,782,0.52,515,28.8,28.773,19.0,18.967
736,625,0.6249,10,0.0102,11.122,11.1219,19.0,18.986,10.06,10.0581,70.3,70.278,4.45,4.446,1.78,1.778,24.6,24.556,9.8,9.821
737,353,0.3530,NULL,NULL,14.913,14.9130,NULL,NULL,NULL,NULL,57.2,57.152,0.74,738,0.48,476,NULL,NULL,NULL,NULL
738,245,0.2451,65,0.0652,15.304,15.3037,132.3,132.320,10.07,10.0718,46.6,46.640,0.63,625,0.44,442,24.1,24.063,17.0,16.996
739,590,0.5902,47,0.0475,15.071,15.0714,114.2,114.183,10.04,10.0367,66.0,65.993,0.70,700,0.31,313,23.2,23.245,10.4,10.383
740,1,0.0013,92,0.0925,15.110,15.1102,124.5,124.473,10.10,10.0961,4.1,4.063,0.69,693,0.69,692,25.1,25.107,25.0,25.050
741,152,0.1523,82,0.0816,14.649,14.6491,144.3,144.276,10.41,10.4087,39.3,39.318,1.11,1.114,0.88,881,46.8,46.765,37.0,36.976
742,271,0.2705,51,0.0512,14.586,14.5863,103.3,103.348,10.14,10.1441,48.8,48.792,0.47,466,0.32,317,14.0,13.997,9.5,9.529
743,179,0.1794,47,0.0474,14.839,14.8392,96.8,96.823,9.99,9.9863,40.4,40.352,0.89,889,0.69,690,25.0,25.044,19.4,19.440
744,127,0.1270,9,0.0091,15.142,15.1419,35.3,35.261,8.99,8.9878,32.1,32.116,1.89,1.888,1.61,1.607,19.4,19.365,16.5,16.482
745,283,0.2834,57,0.0569,14.439,14.4387,103.1,103.068,10.20,10.2008,52.6,52.577,0.93,927,0.59,594,27.8,27.788,17.8,17.818
746,205,0.2045,46,0.0462,15.124,15.1242,110.7,110.670,9.99,9.9884,41.5,41.544,0.44,443,0.34,337,14.2,14.248,10.8,10.833
747,93,0.0933,98,0.0976,15.516,15.5161,236.7,236.678,10.49,10.4919,28.6,28.625,0.61,612,0.54,541,42.2,42.158,37.2,37.229
748,257,0.2572,5,0.0053,13.633,13.6335,12.7,12.730,8.71,8.7063,46.1,46.146,1.91,1.910,1.35,1.352,7.1,7.072,5.0,5.007
749,279,0.2791,85,0.0849,15.460,15.4600,151.2,151.184,10.13,10.1250,52.2,52.214,0.53,535,0.35,345,23.5,23.509,15.2,15.179
750,109,0.1087,22,0.0221,15.219,15.2192,55.2,55.241,9.35,9.3469,30.8,30.822,0.86,855,0.74,740,13.7,13.740,11.9,11.885
751,508,0.5081,66,0.0662,14.976,14.9757,136.1,136.116,10.23,10.2276,64.4,64.392,0.61,605,0.29,290,24.0,23.968,11.5,11.472
752,455,0.4547,67,0.0668,15.100,15.1005,136.5,136.484,10.18,10.1800,61.4,61.406,0.79,785,0.41,407,31.2,31.175,16.2,16.174
753,877,0.8772,6,0.0055,14.503,14.5033,11.8,11.776,8.29,8.2907,81.9,81.906,1.16,1.156,0.31,308,4.0,3.960,1.1,1.054
754,206,0.2060,21,0.0207,14.875,14.8753,60.6,60.649,9.57,9.5655,40.8,40.832,0.90,902,0.69,690,15.9,15.906,12.2,12.177
755,0,0.0000,106,0.1057,13.986,13.9863,92.4,92.420,10.29,10.2870,49.7,49.671,1.05,1.052,0.78,780,28.3,28.281,21.0,20.965
756,744,0.7440,57,0.0573,14.151,14.1506,119.5,119.470,10.44,10.4443,75.7,75.724,1.37,1.371,0.45,454,47.6,47.641,15.8,15.776
757,410,0.4103,51,0.0514,14.468,14.4683,124.1,124.124,10.35,10.3504,56.7,56.718,0.75,750,0.43,431,27.1,27.076,15.5,15.545
758,384,0.3837,102,0.1022,15.053,15.0531,208.9,208.919,10.57,10.5687,57.0,57.036,0.66,659,0.38,380,40.1,40.059,23.1,23.105
759,152,0.1520,67,0.0673,14.942,14.9418,136.7,136.693,10.24,10.2448,37.3,37.315,0.84,841,0.68,679,33.5,33.456,27.0,27.007
760,66,0.0665,168,0.1677,15.188,15.1879,147.8,147.794,10.21,10.2142,51.1,51.053,0.75,746,0.52,516,32.1,32.091,22.2,22.201
761,884,0.8835,17,0.0169,14.155,14.1546,89.8,89.767,10.19,10.1944,90.0,90.000,1.63,1.629,0.53,531,42.5,42.544,13.9,13.862
